DeviceName,PrimaryUser,UserDisplayName,Department,JobTitle,OfficeLocation,City,Country,CountryCode,AccountStatus,AIAgentName,AIAgentCategory,AIAgentSanctioned,DetectionSignals,IsPrimaryDeviceRow,AgentCountOnDevice,HasUnsanctionedAI,ScanStatus,DetectionState,OperatingSystem,OSVersion,LastSyncDate,LastSyncDaysAgo,IsActiveLast14Days,LastDetectionDate,SnapshotDate
WIN-FI-2073,lucas.silva@contoso.com,Lucas Silva,Sales,Account Executive,Helsinki Office,Helsinki,Finland,FI,Disabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22621.3296,2026-06-21,24,No,2026-07-11,2026-07-15
WIN-SE-2074,marco.virtanen@contoso.com,Marco Virtanen,Engineering,Software Engineer,Stockholm Office,Stockholm,Sweden,SE,Enabled,LM Studio,LLM runtime,Unsanctioned,dir:%LOCALAPPDATA%\Programs,Yes,2,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-25,20,No,2026-07-05,2026-07-15
WIN-SE-2074,marco.virtanen@contoso.com,Marco Virtanen,Engineering,Software Engineer,Stockholm Office,Stockholm,Sweden,SE,Enabled,Claude Desktop,Chat client,Unsanctioned,reg:Uninstall,No,2,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-25,20,No,2026-07-05,2026-07-15
WIN-US-2075,ravi.muller@contoso.com,Ravi Muller,Engineering,Software Engineer,Austin Office,Austin,United States,US,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.19045.4046,2026-07-12,3,Yes,2026-07-15,2026-07-15
WIN-IN-2076,omar.andersson@contoso.com,Omar Andersson,Marketing,Marketing Manager,Bengaluru Office,Bengaluru,India,IN,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.19045.4046,2026-07-01,14,Yes,2026-07-08,2026-07-15
WIN-US-2077,mateo.silva@contoso.com,Mateo Silva,Legal,Counsel,Austin Office,Austin,United States,US,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.19045.4046,2026-06-13,32,No,2026-07-14,2026-07-15
WIN-IN-2078,arjun.rossi@contoso.com,Arjun Rossi,HR,HR Partner,Bengaluru Office,Bengaluru,India,IN,Enabled,Claude Desktop,Chat client,Unsanctioned,reg:Uninstall,Yes,3,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-27,18,No,2026-07-14,2026-07-15
WIN-IN-2078,arjun.rossi@contoso.com,Arjun Rossi,HR,HR Partner,Bengaluru Office,Bengaluru,India,IN,Enabled,Perplexity,Browser AI,Unsanctioned,process,No,3,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-27,18,No,2026-07-14,2026-07-15
WIN-IN-2078,arjun.rossi@contoso.com,Arjun Rossi,HR,HR Partner,Bengaluru Office,Bengaluru,India,IN,Enabled,Ollama,LLM runtime,Unsanctioned,port:11434,No,3,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-27,18,No,2026-07-14,2026-07-15
WIN-FI-2079,eero.patel@contoso.com,Eero Patel,IT,Systems Engineer,Helsinki HQ,Helsinki,Finland,FI,Enabled,Ollama,LLM runtime,Unsanctioned,port:11434,Yes,1,Yes,Scanned,detected,Windows,10.0.22621.3296,2026-06-19,26,No,2026-07-15,2026-07-15
WIN-FI-2080,nina.lehto@contoso.com,Nina Lehto,Sales,Account Executive,Helsinki Office,Helsinki,Finland,FI,Enabled,Cursor,Coding assistant,Unsanctioned,process,Yes,1,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-07-03,12,Yes,2026-07-13,2026-07-15
WIN-DE-2081,eero.rossi@contoso.com,Eero Rossi,IT,Systems Engineer,Munich Office,Munich,Germany,DE,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22000.2836,2026-07-05,10,Yes,2026-07-14,2026-07-15
WIN-US-2082,lucas.andersson@contoso.com,Lucas Andersson,Legal,Counsel,Austin Office,Austin,United States,US,Enabled,GPT4All,LLM runtime,Unsanctioned,port:11434,Yes,1,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-10,35,No,2026-07-12,2026-07-15
WIN-IN-2083,liam.korhonen@contoso.com,Liam Korhonen,Operations,Ops Specialist,Bengaluru Office,Bengaluru,India,IN,Enabled,Claude Desktop,Chat client,Unsanctioned,reg:Uninstall,Yes,1,Yes,Scanned,detected,Windows,10.0.22000.2836,2026-07-03,12,Yes,2026-07-10,2026-07-15
WIN-FI-2084,omar.muller@contoso.com,Omar Muller,IT,Systems Engineer,Helsinki HQ,Helsinki,Finland,FI,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22000.2836,2026-07-11,4,Yes,2026-07-15,2026-07-15
WIN-SE-2085,liam.lehto@contoso.com,Liam Lehto,Legal,Counsel,Stockholm Office,Stockholm,Sweden,SE,Enabled,GPT4All,LLM runtime,Unsanctioned,dir:%LOCALAPPDATA%\Programs,Yes,2,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-29,16,No,2026-07-10,2026-07-15
WIN-SE-2085,liam.lehto@contoso.com,Liam Lehto,Legal,Counsel,Stockholm Office,Stockholm,Sweden,SE,Enabled,Microsoft Copilot,Chat client,Sanctioned,appx,No,2,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-29,16,No,2026-07-10,2026-07-15
WIN-FI-2086,liam.virtanen@contoso.com,Liam Virtanen,HR,HR Partner,Helsinki Office,Helsinki,Finland,FI,Enabled,Claude Desktop,Chat client,Unsanctioned,process,Yes,2,Yes,Scanned,detected,Windows,10.0.22000.2836,2026-06-21,24,No,2026-07-11,2026-07-15
WIN-FI-2086,liam.virtanen@contoso.com,Liam Virtanen,HR,HR Partner,Helsinki Office,Helsinki,Finland,FI,Enabled,Ollama,LLM runtime,Unsanctioned,process:ollama.exe,No,2,Yes,Scanned,detected,Windows,10.0.22000.2836,2026-06-21,24,No,2026-07-11,2026-07-15
WIN-IN-2087,aino.rossi@contoso.com,Aino Rossi,Finance,Financial Analyst,Bengaluru Office,Bengaluru,India,IN,Enabled,Perplexity,Browser AI,Unsanctioned,browser-ext,Yes,2,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-16,29,No,2026-07-10,2026-07-15
WIN-IN-2087,aino.rossi@contoso.com,Aino Rossi,Finance,Financial Analyst,Bengaluru Office,Bengaluru,India,IN,Enabled,GitHub Copilot,Coding assistant,Sanctioned,process,No,2,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-16,29,No,2026-07-10,2026-07-15
WIN-FI-2088,emma.muller@contoso.com,Emma Muller,IT,Systems Engineer,Helsinki Office,Helsinki,Finland,FI,Enabled,ChatGPT Desktop,Chat client,Unsanctioned,reg:Uninstall,Yes,1,Yes,Scanned,detected,Windows,10.0.22000.2836,2026-06-10,35,No,2026-07-07,2026-07-15
WIN-IN-2089,liam.smith@contoso.com,Liam Smith,Sales,Account Executive,Bengaluru Office,Bengaluru,India,IN,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22000.2836,2026-05-31,45,No,2026-07-08,2026-07-15
WIN-IN-2090,noah.silva@contoso.com,Noah Silva,Operations,Ops Specialist,Bengaluru Office,Bengaluru,India,IN,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22631.3447,2026-06-27,18,No,2026-07-11,2026-07-15
WIN-SE-2091,lucas.berg@contoso.com,Lucas Berg,Marketing,Marketing Manager,Stockholm Office,Stockholm,Sweden,SE,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22621.3296,2026-07-04,11,Yes,2026-07-12,2026-07-15
WIN-FI-2092,olivia.jansen@contoso.com,Olivia Jansen,Legal,Counsel,Helsinki Office,Helsinki,Finland,FI,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22621.3296,2026-06-13,32,No,2026-07-07,2026-07-15
WIN-FI-2093,sofia.wang@contoso.com,Sofia Wang,Engineering,Software Engineer,Helsinki Office,Helsinki,Finland,FI,Disabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22621.3296,2026-06-17,28,No,2026-07-10,2026-07-15
WIN-FI-2094,olivia.muller@contoso.com,Olivia Muller,Sales,Account Executive,Helsinki HQ,Helsinki,Finland,FI,Enabled,Ollama,LLM runtime,Unsanctioned,port:11434,Yes,1,Yes,Scanned,detected,Windows,10.0.22621.3296,2026-07-11,4,Yes,2026-07-10,2026-07-15
WIN-FI-2095,marco.smith@contoso.com,Marco Smith,Engineering,Software Engineer,Helsinki Office,Helsinki,Finland,FI,Enabled,Ollama,LLM runtime,Unsanctioned,process:ollama.exe,Yes,1,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-07-02,13,Yes,2026-07-15,2026-07-15
WIN-IN-2096,arjun.smith@contoso.com,Arjun Smith,Engineering,Software Engineer,Bengaluru Office,Bengaluru,India,IN,Enabled,Perplexity,Browser AI,Unsanctioned,process,Yes,1,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-19,26,No,2026-07-05,2026-07-15
WIN-ES-2097,liam.jansen@contoso.com,Liam Jansen,Engineering,Software Engineer,Madrid Office,Madrid,Spain,ES,Enabled,Msty,Chat client,Unsanctioned,reg:Uninstall,Yes,2,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-19,26,No,2026-07-14,2026-07-15
WIN-ES-2097,liam.jansen@contoso.com,Liam Jansen,Engineering,Software Engineer,Madrid Office,Madrid,Spain,ES,Enabled,Cursor,Coding assistant,Unsanctioned,vscode-ext,No,2,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-19,26,No,2026-07-14,2026-07-15
WIN-US-2098,emma.kaur@contoso.com,Emma Kaur,Marketing,Marketing Manager,Austin Office,Austin,United States,US,Enabled,Perplexity,Browser AI,Unsanctioned,process,Yes,1,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-19,26,No,2026-07-15,2026-07-15
WIN-DE-2099,omar.silva@contoso.com,Omar Silva,Engineering,Software Engineer,Munich Office,Munich,Germany,DE,Enabled,ChatGPT Desktop,Chat client,Unsanctioned,reg:Uninstall,Yes,3,Yes,Scanned,detected,Windows,10.0.22000.2836,2026-06-20,25,No,2026-07-12,2026-07-15
WIN-DE-2099,omar.silva@contoso.com,Omar Silva,Engineering,Software Engineer,Munich Office,Munich,Germany,DE,Enabled,Ollama,LLM runtime,Unsanctioned,process:ollama.exe,No,3,Yes,Scanned,detected,Windows,10.0.22000.2836,2026-06-20,25,No,2026-07-12,2026-07-15
WIN-DE-2099,omar.silva@contoso.com,Omar Silva,Engineering,Software Engineer,Munich Office,Munich,Germany,DE,Enabled,Msty,Chat client,Unsanctioned,process,No,3,Yes,Scanned,detected,Windows,10.0.22000.2836,2026-06-20,25,No,2026-07-12,2026-07-15
WIN-IN-2100,elin.berg@contoso.com,Elin Berg,Operations,Ops Specialist,Pune DC,Pune,India,IN,Enabled,ChatGPT Desktop,Chat client,Unsanctioned,reg:Uninstall,Yes,1,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-10,35,No,2026-07-13,2026-07-15
WIN-IN-2101,elin.berg@contoso.com,Elin Berg,R&D,Research Engineer,Pune DC,Pune,India,IN,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.19045.4046,2026-07-05,10,Yes,2026-07-07,2026-07-15
WIN-ES-2102,liam.garcia@contoso.com,Liam Garcia,IT,Systems Engineer,Madrid Office,Madrid,Spain,ES,Enabled,Microsoft Copilot,Chat client,Sanctioned,process,Yes,2,Yes,Scanned,detected,Windows,10.0.22621.3296,2026-06-26,19,No,2026-07-13,2026-07-15
WIN-ES-2102,liam.garcia@contoso.com,Liam Garcia,IT,Systems Engineer,Madrid Office,Madrid,Spain,ES,Enabled,Claude Desktop,Chat client,Unsanctioned,reg:Uninstall,No,2,Yes,Scanned,detected,Windows,10.0.22621.3296,2026-06-26,19,No,2026-07-13,2026-07-15
WIN-IN-2103,marco.kaur@contoso.com,Marco Kaur,Sales,Account Executive,Pune DC,Pune,India,IN,Enabled,LM Studio,LLM runtime,Unsanctioned,port:11434,Yes,1,Yes,Scanned,detected,Windows,10.0.22621.3296,2026-06-06,39,No,2026-07-09,2026-07-15
WIN-US-2104,emma.jansen@contoso.com,Emma Jansen,Engineering,Software Engineer,Austin Office,Austin,United States,US,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22621.3296,2026-06-21,24,No,2026-07-10,2026-07-15
WIN-FI-2105,priya.jansen@contoso.com,Priya Jansen,Engineering,Software Engineer,Helsinki HQ,Helsinki,Finland,FI,Enabled,Cursor,Coding assistant,Unsanctioned,process,Yes,1,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-07-08,7,Yes,2026-07-09,2026-07-15
WIN-US-2106,omar.rossi@contoso.com,Omar Rossi,HR,HR Partner,Austin Office,Austin,United States,US,Enabled,Microsoft Copilot,Chat client,Sanctioned,reg:Uninstall,Yes,1,No,Scanned,detected,Windows,10.0.19045.4046,2026-06-17,28,No,2026-07-07,2026-07-15
WIN-IN-2107,marco.costa@contoso.com,Marco Costa,Operations,Ops Specialist,Bengaluru Office,Bengaluru,India,IN,Enabled,GitHub Copilot,Coding assistant,Sanctioned,vscode-ext,Yes,1,No,Scanned,detected,Windows,10.0.22000.2836,2026-07-04,11,Yes,2026-07-08,2026-07-15
WIN-FI-2108,ingrid.silva@contoso.com,Ingrid Silva,Legal,Counsel,Helsinki Office,Helsinki,Finland,FI,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22631.3447,2026-07-13,2,Yes,2026-07-05,2026-07-15
WIN-US-2109,mateo.andersson@contoso.com,Mateo Andersson,Engineering,Software Engineer,Austin Office,Austin,United States,US,Enabled,GitHub Copilot,Coding assistant,Sanctioned,process,Yes,3,Yes,Scanned,detected,Windows,10.0.22621.3296,2026-07-14,1,Yes,2026-07-14,2026-07-15
WIN-US-2109,mateo.andersson@contoso.com,Mateo Andersson,Engineering,Software Engineer,Austin Office,Austin,United States,US,Enabled,LM Studio,LLM runtime,Unsanctioned,port:11434,No,3,Yes,Scanned,detected,Windows,10.0.22621.3296,2026-07-14,1,Yes,2026-07-14,2026-07-15
WIN-US-2109,mateo.andersson@contoso.com,Mateo Andersson,Engineering,Software Engineer,Austin Office,Austin,United States,US,Enabled,Ollama,LLM runtime,Unsanctioned,process:ollama.exe,No,3,Yes,Scanned,detected,Windows,10.0.22621.3296,2026-07-14,1,Yes,2026-07-14,2026-07-15
WIN-SE-2110,priya.andersson@contoso.com,Priya Andersson,Legal,Counsel,Stockholm Office,Stockholm,Sweden,SE,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.19045.4046,2026-06-16,29,No,2026-07-13,2026-07-15
WIN-IN-2111,diego.jansen@contoso.com,Diego Jansen,Marketing,Marketing Manager,Bengaluru Office,Bengaluru,India,IN,Enabled,Msty,Chat client,Unsanctioned,process,Yes,1,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-07-03,12,Yes,2026-07-13,2026-07-15
WIN-SE-2112,mateo.kaur@contoso.com,Mateo Kaur,Finance,Financial Analyst,Stockholm Office,Stockholm,Sweden,SE,Enabled,Claude Desktop,Chat client,Unsanctioned,appx,Yes,3,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-05,40,No,2026-07-10,2026-07-15
WIN-SE-2112,mateo.kaur@contoso.com,Mateo Kaur,Finance,Financial Analyst,Stockholm Office,Stockholm,Sweden,SE,Enabled,Cursor,Coding assistant,Unsanctioned,vscode-ext,No,3,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-05,40,No,2026-07-10,2026-07-15
WIN-SE-2112,mateo.kaur@contoso.com,Mateo Kaur,Finance,Financial Analyst,Stockholm Office,Stockholm,Sweden,SE,Enabled,Perplexity,Browser AI,Unsanctioned,process,No,3,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-05,40,No,2026-07-10,2026-07-15
WIN-SE-2113,ravi.kaur@contoso.com,Ravi Kaur,Legal,Counsel,Stockholm Office,Stockholm,Sweden,SE,Enabled,GitHub Copilot,Coding assistant,Sanctioned,process,Yes,1,No,Scanned,detected,Windows,10.0.19045.4046,2026-06-09,36,No,2026-07-13,2026-07-15
WIN-SE-2114,priya.sharma@contoso.com,Priya Sharma,Engineering,Software Engineer,Stockholm Office,Stockholm,Sweden,SE,Enabled,Perplexity,Browser AI,Unsanctioned,browser-ext,Yes,3,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-26,19,No,2026-07-05,2026-07-15
WIN-SE-2114,priya.sharma@contoso.com,Priya Sharma,Engineering,Software Engineer,Stockholm Office,Stockholm,Sweden,SE,Enabled,Jan,Chat client,Unsanctioned,reg:Uninstall,No,3,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-26,19,No,2026-07-05,2026-07-15
WIN-SE-2114,priya.sharma@contoso.com,Priya Sharma,Engineering,Software Engineer,Stockholm Office,Stockholm,Sweden,SE,Enabled,Microsoft Copilot,Chat client,Sanctioned,reg:Uninstall,No,3,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-26,19,No,2026-07-05,2026-07-15
WIN-DE-2115,olivia.silva@contoso.com,Olivia Silva,IT,Systems Engineer,Munich Office,Munich,Germany,DE,Enabled,Microsoft Copilot,Chat client,Sanctioned,reg:Uninstall,Yes,1,No,Scanned,detected,Windows,10.0.22621.3296,2026-06-14,31,No,2026-07-12,2026-07-15
WIN-SE-2116,eero.virtanen@contoso.com,Eero Virtanen,Legal,Counsel,Stockholm Office,Stockholm,Sweden,SE,Enabled,GPT4All,LLM runtime,Unsanctioned,dir:%LOCALAPPDATA%\Programs,Yes,1,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-11,34,No,2026-07-12,2026-07-15
WIN-ES-2117,noah.jansen@contoso.com,Noah Jansen,Legal,Counsel,Madrid Office,Madrid,Spain,ES,Enabled,GitHub Copilot,Coding assistant,Sanctioned,vscode-ext,Yes,1,No,Scanned,detected,Windows,10.0.22631.3447,2026-06-30,15,No,2026-07-13,2026-07-15
WIN-FI-2118,lucas.kaur@contoso.com,Lucas Kaur,Marketing,Marketing Manager,Helsinki HQ,Helsinki,Finland,FI,Disabled,Perplexity,Browser AI,Unsanctioned,process,Yes,1,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-07,38,No,2026-07-05,2026-07-15
WIN-FI-2119,priya.sharma@contoso.com,Priya Sharma,Engineering,Software Engineer,Helsinki HQ,Helsinki,Finland,FI,Disabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22631.3447,2026-06-20,25,No,2026-07-13,2026-07-15
WIN-IN-2120,eero.garcia@contoso.com,Eero Garcia,Engineering,Software Engineer,Bengaluru Office,Bengaluru,India,IN,Enabled,Msty,Chat client,Unsanctioned,appx,Yes,1,Yes,Scanned,detected,Windows,10.0.22621.3296,2026-06-12,33,No,2026-07-06,2026-07-15
WIN-SE-2121,omar.sharma@contoso.com,Omar Sharma,R&D,Research Engineer,Stockholm Office,Stockholm,Sweden,SE,Disabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22631.3447,2026-06-15,30,No,2026-07-07,2026-07-15
WIN-ES-2122,omar.wang@contoso.com,Omar Wang,Sales,Account Executive,Madrid Office,Madrid,Spain,ES,Enabled,GitHub Copilot,Coding assistant,Sanctioned,process,Yes,1,No,Scanned,detected,Windows,10.0.22631.3447,2026-06-29,16,No,2026-07-12,2026-07-15
WIN-US-2123,lucas.korhonen@contoso.com,Lucas Korhonen,Marketing,Marketing Manager,Austin Office,Austin,United States,US,Enabled,LM Studio,LLM runtime,Unsanctioned,dir:%LOCALAPPDATA%\Programs,Yes,2,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-27,18,No,2026-07-05,2026-07-15
WIN-US-2123,lucas.korhonen@contoso.com,Lucas Korhonen,Marketing,Marketing Manager,Austin Office,Austin,United States,US,Enabled,GitHub Copilot,Coding assistant,Sanctioned,vscode-ext,No,2,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-27,18,No,2026-07-05,2026-07-15
WIN-IN-2124,emma.smith@contoso.com,Emma Smith,HR,HR Partner,Bengaluru Office,Bengaluru,India,IN,Enabled,LM Studio,LLM runtime,Unsanctioned,port:11434,Yes,1,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-07-03,12,Yes,2026-07-09,2026-07-15
WIN-FI-2125,ravi.costa@contoso.com,Ravi Costa,Operations,Ops Specialist,Helsinki HQ,Helsinki,Finland,FI,Enabled,LM Studio,LLM runtime,Unsanctioned,dir:%LOCALAPPDATA%\Programs,Yes,2,Yes,Scanned,detected,Windows,10.0.22000.2836,2026-07-01,14,Yes,2026-07-06,2026-07-15
WIN-FI-2125,ravi.costa@contoso.com,Ravi Costa,Operations,Ops Specialist,Helsinki HQ,Helsinki,Finland,FI,Enabled,ChatGPT Desktop,Chat client,Unsanctioned,appx,No,2,Yes,Scanned,detected,Windows,10.0.22000.2836,2026-07-01,14,Yes,2026-07-06,2026-07-15
WIN-FI-2126,liam.sharma@contoso.com,Liam Sharma,Finance,Financial Analyst,Helsinki HQ,Helsinki,Finland,FI,Disabled,Ollama,LLM runtime,Unsanctioned,dir:%LOCALAPPDATA%\Programs,Yes,1,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-06,39,No,2026-07-13,2026-07-15
WIN-IN-2127,aino.virtanen@contoso.com,Aino Virtanen,Engineering,Software Engineer,Pune DC,Pune,India,IN,Enabled,GitHub Copilot,Coding assistant,Sanctioned,process,Yes,1,No,Scanned,detected,Windows,10.0.22631.3447,2026-06-01,44,No,2026-07-14,2026-07-15
WIN-FI-2128,arjun.andersson@contoso.com,Arjun Andersson,IT,Systems Engineer,Helsinki Office,Helsinki,Finland,FI,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22621.3296,2026-07-08,7,Yes,2026-07-15,2026-07-15
WIN-FI-2129,liam.rossi@contoso.com,Liam Rossi,Operations,Ops Specialist,Helsinki Office,Helsinki,Finland,FI,Enabled,GPT4All,LLM runtime,Unsanctioned,process:ollama.exe,Yes,1,Yes,Scanned,detected,Windows,10.0.22621.3296,2026-06-27,18,No,2026-07-10,2026-07-15
WIN-FI-2130,ingrid.smith@contoso.com,Ingrid Smith,Marketing,Marketing Manager,Helsinki HQ,Helsinki,Finland,FI,Enabled,GPT4All,LLM runtime,Unsanctioned,dir:%LOCALAPPDATA%\Programs,Yes,1,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-25,20,No,2026-07-06,2026-07-15
WIN-US-2131,aino.silva@contoso.com,Aino Silva,Engineering,Software Engineer,Austin Office,Austin,United States,US,Enabled,Cursor,Coding assistant,Unsanctioned,vscode-ext,Yes,1,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-23,22,No,2026-07-08,2026-07-15
WIN-US-2132,liam.rossi@contoso.com,Liam Rossi,Finance,Financial Analyst,Austin Office,Austin,United States,US,Disabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22621.3296,2026-06-27,18,No,2026-07-15,2026-07-15
WIN-IN-2133,diego.garcia@contoso.com,Diego Garcia,Operations,Ops Specialist,Pune DC,Pune,India,IN,Enabled,Ollama,LLM runtime,Unsanctioned,port:11434,Yes,1,Yes,Scanned,detected,Windows,10.0.19045.4046,2026-06-13,32,No,2026-07-11,2026-07-15
WIN-IN-2134,arjun.muller@contoso.com,Arjun Muller,Operations,Ops Specialist,Pune DC,Pune,India,IN,Enabled,Msty,Chat client,Unsanctioned,process,Yes,2,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-14,31,No,2026-07-07,2026-07-15
WIN-IN-2134,arjun.muller@contoso.com,Arjun Muller,Operations,Ops Specialist,Pune DC,Pune,India,IN,Enabled,Jan,Chat client,Unsanctioned,reg:Uninstall,No,2,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-14,31,No,2026-07-07,2026-07-15
WIN-US-2135,yuki.kaur@contoso.com,Yuki Kaur,Sales,Account Executive,Austin Office,Austin,United States,US,Enabled,ChatGPT Desktop,Chat client,Unsanctioned,appx,Yes,1,Yes,Scanned,detected,Windows,10.0.22631.3447,2026-06-22,23,No,2026-07-12,2026-07-15
WIN-IN-2136,sara.sharma@contoso.com,Sara Sharma,IT,Systems Engineer,Bengaluru Office,Bengaluru,India,IN,Enabled,Perplexity,Browser AI,Unsanctioned,process,Yes,2,Yes,Scanned,detected,Windows,10.0.22621.3296,2026-06-11,34,No,2026-07-06,2026-07-15
WIN-IN-2136,sara.sharma@contoso.com,Sara Sharma,IT,Systems Engineer,Bengaluru Office,Bengaluru,India,IN,Enabled,Microsoft Copilot,Chat client,Sanctioned,appx,No,2,Yes,Scanned,detected,Windows,10.0.22621.3296,2026-06-11,34,No,2026-07-06,2026-07-15
WIN-DE-2137,mateo.patel@contoso.com,Mateo Patel,Operations,Ops Specialist,Munich Office,Munich,Germany,DE,Enabled,Ollama,LLM runtime,Unsanctioned,port:11434,Yes,1,Yes,Scanned,detected,Windows,10.0.22000.2836,2026-06-01,44,No,2026-07-11,2026-07-15
WIN-IN-2138,nina.muller@contoso.com,Nina Muller,R&D,Research Engineer,Bengaluru Office,Bengaluru,India,IN,Enabled,Perplexity,Browser AI,Unsanctioned,process,Yes,1,Yes,Scanned,detected,Windows,10.0.22621.3296,2026-07-06,9,Yes,2026-07-12,2026-07-15
WIN-IN-2139,emma.muller@contoso.com,Emma Muller,Legal,Counsel,Bengaluru Office,Bengaluru,India,IN,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22631.3447,2026-07-05,10,Yes,2026-07-05,2026-07-15
WIN-SE-2140,yuki.patel@contoso.com,Yuki Patel,Finance,Financial Analyst,Stockholm Office,Stockholm,Sweden,SE,Enabled,None,None,Sanctioned,,Yes,0,No,Scanned,clean,Windows,10.0.22000.2836,2026-06-28,17,No,2026-07-12,2026-07-15
