DeviceName,Manufacturer,Model,ModelFriendlyName,WarrantyStartDate,WarrantyEndDate,WarrantyState,SerialNumber,OperatingSystem,OSVersion,UserName,Email,UserCity,UserCountry,UserOfficeLocation,ComplianceStatus,Encrypted,OwnerType,EnrollmentType,LastSync,DefenderState,DefenderRealTimeProtection,DefenderSignatureOverdue,DefenderTamperProtection,DefenderLastReported,SnapshotDate
WIN-NL-1079,Lenovo,21HD,ThinkPad X1 Carbon Gen 11,2023-01-20,2026-01-19,Expired,7875AVD9,Windows,10.0.19045.4046,Priya Wang,priya.wang@contoso.com,Toronto,Canada,Toronto Office,In grace period,true,personal,deviceEnrollmentManager,2026-07-13T19:00:00Z,N/A,N/A,false,true,N/A,2026-07-15
WIN-DE-1080,Dell Inc.,Precision 3591,N/A,N/A,N/A,N/A,MLYGWXPQ,Windows,10.0.22000.2836,Diego Garcia,diego.garcia@contoso.com,Austin,United States,Austin Office,Noncompliant,true,company,windowsAzureADJoin,2026-07-01T06:00:00Z,Active,true,false,true,2026-07-07T04:00:00Z,2026-07-15
WIN-SE-1081,Lenovo,21HD,ThinkPad X1 Carbon Gen 11,2023-05-08,2026-05-07,Expired,JYRFZ762,Windows,10.0.19045.3930,Diego Rossi,diego.rossi@contoso.com,Stockholm,Sweden,Stockholm Office,Compliant,true,company,appleBulkWithoutUser,2026-07-01T07:00:00Z,Active,true,true,true,2026-07-07T15:00:00Z,2026-07-15
WIN-SE-1082,Dell Inc.,Latitude 5540,N/A,N/A,N/A,N/A,HJ15CRZC,Windows,10.0.22631.3447,Priya Jansen,priya.jansen@contoso.com,Toronto,Canada,Toronto Office,In grace period,true,company,appleBulkWithoutUser,2026-06-27T15:00:00Z,Active,true,false,true,2026-07-06T05:00:00Z,2026-07-15
WIN-IN-1083,Lenovo,21CB,ThinkPad T14 Gen 3,2023-06-17,2026-06-16,Expired,TRBR30P3,Windows,10.0.22000.2836,Noah Patel,noah.patel@contoso.com,Austin,United States,Austin Office,Noncompliant,true,company,windowsAutoEnrollment,2026-07-11T11:00:00Z,Inactive,false,false,false,2026-07-13T15:00:00Z,2026-07-15
WIN-ES-1084,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,XQ9P56NZ,Windows,10.0.22621.3296,Liam Wang,liam.wang@contoso.com,Bengaluru,India,Bengaluru Office,Not evaluated,true,company,windowsAutoEnrollment,2026-07-14T00:00:00Z,Active,true,false,true,2026-07-07T06:00:00Z,2026-07-15
WIN-FI-1085,HP,HP ProBook 450 G9,N/A,N/A,N/A,N/A,QNHRFG52,Windows,10.0.19045.4046,Ravi Lehto,ravi.lehto@contoso.com,Stockholm,Sweden,Stockholm Office,Compliant,true,company,windowsAzureADJoin,2026-07-14T09:00:00Z,N/A,N/A,false,true,N/A,2026-07-15
WIN-DE-1086,Microsoft Corporation,Surface Pro 9,N/A,N/A,N/A,N/A,2E9H7VV2,Windows,10.0.22000.2836,Priya Sharma,priya.sharma@contoso.com,Helsinki,Finland,Helsinki HQ,Compliant,true,company,windowsAzureADJoin,2026-07-04T22:00:00Z,Active,true,false,true,2026-07-05T19:00:00Z,2026-07-15
WIN-NL-1087,Lenovo,21CB,ThinkPad T14 Gen 3,2023-05-21,2026-05-20,Expired,2LQFN1S4,Windows,10.0.22000.2836,Omar Smith,omar.smith@contoso.com,Madrid,Spain,Madrid Office,Compliant,true,company,deviceEnrollmentManager,2026-06-27T03:00:00Z,Active,false,false,true,2026-07-10T23:00:00Z,2026-07-15
WIN-IN-1088,Microsoft Corporation,Surface Laptop 5,N/A,N/A,N/A,N/A,U4BNWBC3,Windows,10.0.22621.3296,Ravi Berg,ravi.berg@contoso.com,Helsinki,Finland,Helsinki HQ,Not evaluated,true,company,deviceEnrollmentManager,2026-07-04T11:00:00Z,Active,true,false,true,2026-07-14T01:00:00Z,2026-07-15
WIN-CA-1089,Dell Inc.,Latitude 5540,N/A,N/A,N/A,N/A,2NUNJTSD,Windows,10.0.22631.3447,Arjun Sharma,arjun.sharma@contoso.com,Helsinki,Finland,Helsinki HQ,Not evaluated,false,personal,windowsAutoEnrollment,2026-07-05T00:00:00Z,Active,true,false,true,2026-07-11T14:00:00Z,2026-07-15
WIN-CA-1090,HP,HP ProBook 450 G9,N/A,N/A,N/A,N/A,MN4SYZJ3,Windows,10.0.19045.3930,Mateo Berg,mateo.berg@contoso.com,Bengaluru,India,Bengaluru Office,Compliant,true,company,windowsAzureADJoin,2026-07-04T05:00:00Z,Active,true,false,true,2026-07-12T22:00:00Z,2026-07-15
WIN-CA-1091,Dell Inc.,Precision 3591,N/A,N/A,N/A,N/A,AEXCFHRC,Windows,10.0.22631.3447,Noah Wang,noah.wang@contoso.com,Stockholm,Sweden,Stockholm Office,Compliant,true,company,windowsAzureADJoin,2026-06-23T00:00:00Z,Active,true,false,true,2026-07-06T21:00:00Z,2026-07-15
WIN-DE-1092,HP,HP EliteBook 840 G10,N/A,N/A,N/A,N/A,DDFGT3KP,Windows,10.0.19045.4046,Ravi Berg,ravi.berg@contoso.com,Austin,United States,Austin Office,Compliant,true,company,appleBulkWithoutUser,2026-07-14T15:00:00Z,Active,true,false,true,2026-07-13T03:00:00Z,2026-07-15
MAC-DE-1093,Apple,"MacBookAir10,1",N/A,N/A,N/A,N/A,PNSXZC4X,macOS,13.6.4,Priya Smith,priya.smith@contoso.com,Madrid,Spain,Madrid Office,Compliant,true,company,windowsAzureADJoin,2026-07-11T09:00:00Z,N/A,N/A,N/A,N/A,N/A,2026-07-15
WIN-US-1094,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,UYG4AHE3,Windows,10.0.22000.2836,Priya Sharma,priya.sharma@contoso.com,Helsinki,Finland,Helsinki HQ,In grace period,true,company,appleBulkWithoutUser,2026-07-13T09:00:00Z,N/A,N/A,false,true,N/A,2026-07-15
MAC-SE-1095,Apple,"MacBookAir10,1",N/A,N/A,N/A,N/A,1E90T9BQ,macOS,14.4.1,Priya Ivanov,priya.ivanov@contoso.com,Toronto,Canada,Toronto Office,Noncompliant,true,personal,appleBulkWithoutUser,2026-06-28T23:00:00Z,N/A,N/A,N/A,N/A,N/A,2026-07-15
WIN-NL-1096,Lenovo,21JK,ThinkPad P16v,2023-09-09,2026-09-08,Expiring soon,CKN2FPND,Windows,10.0.22631.3447,Lucas Kaur,lucas.kaur@contoso.com,Helsinki,Finland,Helsinki HQ,Compliant,true,company,deviceEnrollmentManager,2026-06-20T09:00:00Z,Active,true,false,true,2026-07-07T10:00:00Z,2026-07-15
WIN-ES-1097,Dell Inc.,Latitude 5540,N/A,N/A,N/A,N/A,PKPC669V,Windows,10.0.19045.4046,Liam Patel,liam.patel@contoso.com,Stockholm,Sweden,Stockholm Office,Compliant,true,company,windowsAzureADJoin,2026-07-14T06:00:00Z,Active,true,false,true,2026-07-05T19:00:00Z,2026-07-15
WIN-DE-1098,HP,HP EliteBook 840 G10,N/A,N/A,N/A,N/A,SWREAP4N,Windows,10.0.19045.3930,Olivia Muller,olivia.muller@contoso.com,Pune,India,Pune DC,Compliant,false,company,windowsAutoEnrollment,2026-07-02T14:00:00Z,Active,false,false,true,2026-07-08T08:00:00Z,2026-07-15
WIN-ES-1099,Dell Inc.,Latitude 5540,N/A,N/A,N/A,N/A,SVJN3PDV,Windows,10.0.22000.2836,Olivia Rossi,olivia.rossi@contoso.com,Stockholm,Sweden,Stockholm Office,Compliant,true,company,deviceEnrollmentManager,2026-06-28T09:00:00Z,N/A,N/A,false,true,N/A,2026-07-15
WIN-FI-1100,HP,HP EliteBook 840 G10,N/A,N/A,N/A,N/A,2C9SPT7Z,Windows,10.0.22621.3296,Nina Smith,nina.smith@contoso.com,Madrid,Spain,Madrid Office,Noncompliant,false,company,windowsAutoEnrollment,2026-06-24T01:00:00Z,Active,true,false,true,2026-07-10T12:00:00Z,2026-07-15
WIN-IN-1101,HP,HP ProBook 450 G9,N/A,N/A,N/A,N/A,18QAJTTV,Windows,10.0.22000.2836,Liam Andersson,liam.andersson@contoso.com,Toronto,Canada,Toronto Office,Noncompliant,true,company,windowsAzureADJoin,2026-06-21T08:00:00Z,N/A,N/A,false,true,N/A,2026-07-15
WIN-SE-1102,Dell Inc.,Latitude 5540,N/A,N/A,N/A,N/A,2TMD0RCB,Windows,10.0.22621.3296,Sara Garcia,sara.garcia@contoso.com,Toronto,Canada,Toronto Office,Compliant,false,company,windowsAutoEnrollment,2026-07-11T17:00:00Z,Active,true,false,true,2026-07-10T04:00:00Z,2026-07-15
WIN-SE-1103,Lenovo,20XW,ThinkPad L15,2023-03-31,2026-03-30,Expired,AWGWPZG1,Windows,10.0.19045.4046,Priya Dubois,priya.dubois@contoso.com,Stockholm,Sweden,Stockholm Office,Compliant,true,company,windowsAutoEnrollment,2026-07-05T11:00:00Z,Active,true,false,true,2026-07-10T19:00:00Z,2026-07-15
WIN-SE-1104,Dell Inc.,Precision 3591,N/A,N/A,N/A,N/A,FY37WYLJ,Windows,10.0.19045.3930,Mateo Sharma,mateo.sharma@contoso.com,Bengaluru,India,Bengaluru Office,Compliant,true,company,appleBulkWithoutUser,2026-06-28T19:00:00Z,Active,true,false,true,2026-07-08T10:00:00Z,2026-07-15
WIN-CA-1105,Lenovo,21CB,ThinkPad T14 Gen 3,2023-03-12,2026-03-11,Expired,BNAE38TS,Windows,10.0.22000.2836,Omar Costa,omar.costa@contoso.com,Amsterdam,Netherlands,Amsterdam Hub,Compliant,true,company,deviceEnrollmentManager,2026-06-21T16:00:00Z,Active,true,false,true,2026-07-08T10:00:00Z,2026-07-15
WIN-CA-1106,Dell Inc.,Latitude 5540,N/A,N/A,N/A,N/A,STVKU9U1,Windows,10.0.22621.3296,Liam Ivanov,liam.ivanov@contoso.com,Stockholm,Sweden,Stockholm Office,Compliant,true,company,appleBulkWithoutUser,2026-07-05T18:00:00Z,Active,true,false,true,2026-07-06T20:00:00Z,2026-07-15
WIN-NL-1107,Dell Inc.,Latitude 5540,N/A,N/A,N/A,N/A,5WQW233V,Windows,10.0.19045.4046,Olivia Korhonen,olivia.korhonen@contoso.com,Madrid,Spain,Madrid Office,Compliant,true,company,windowsAutoEnrollment,2026-07-10T08:00:00Z,Active,true,false,true,2026-07-11T07:00:00Z,2026-07-15
WIN-US-1108,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,95E5J041,Windows,10.0.22631.3447,Olivia Ivanov,olivia.ivanov@contoso.com,Pune,India,Pune DC,Compliant,true,personal,windowsAzureADJoin,2026-07-09T14:00:00Z,N/A,N/A,false,true,N/A,2026-07-15
WIN-SE-1109,Dell Inc.,Precision 3591,N/A,N/A,N/A,N/A,MA200RYN,Windows,10.0.22631.3447,Yuki Kaur,yuki.kaur@contoso.com,Amsterdam,Netherlands,Amsterdam Hub,Compliant,true,company,windowsAutoEnrollment,2026-06-23T09:00:00Z,Active,true,false,true,2026-07-09T20:00:00Z,2026-07-15
WIN-US-1110,HP,HP ProBook 450 G9,N/A,N/A,N/A,N/A,BD2RE5RA,Windows,10.0.19045.3930,Arjun Silva,arjun.silva@contoso.com,Amsterdam,Netherlands,Amsterdam Hub,Compliant,true,company,deviceEnrollmentManager,2026-06-21T05:00:00Z,Inactive,false,false,true,2026-07-06T21:00:00Z,2026-07-15
WIN-DE-1111,Lenovo,21CB,ThinkPad T14 Gen 3,2023-07-04,2026-07-03,Expired,DDHCWTRA,Windows,10.0.22631.3447,Lucas Nieminen,lucas.nieminen@contoso.com,Stockholm,Sweden,Stockholm Office,Compliant,true,personal,deviceEnrollmentManager,2026-07-13T03:00:00Z,Active,true,false,true,2026-07-08T01:00:00Z,2026-07-15
WIN-IN-1112,Microsoft Corporation,Surface Pro 9,N/A,N/A,N/A,N/A,5XZCVWFM,Windows,10.0.19045.3930,Liam Jansen,liam.jansen@contoso.com,Munich,Germany,Munich Office,Compliant,true,company,appleBulkWithoutUser,2026-06-29T16:00:00Z,Inactive,false,false,true,2026-07-07T00:00:00Z,2026-07-15
WIN-NL-1113,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,KCUWW2Z4,Windows,10.0.22621.3296,Nina Sharma,nina.sharma@contoso.com,Toronto,Canada,Toronto Office,Compliant,false,company,windowsAutoEnrollment,2026-06-30T09:00:00Z,N/A,N/A,false,false,N/A,2026-07-15
WIN-FI-1114,Lenovo,21CB,ThinkPad T14 Gen 3,2023-09-11,2026-09-10,Expiring soon,E5VNZ182,Windows,10.0.22621.3296,Eero Jansen,eero.jansen@contoso.com,Pune,India,Pune DC,Compliant,true,company,windowsAzureADJoin,2026-06-22T20:00:00Z,Inactive,false,true,true,2026-07-11T15:00:00Z,2026-07-15
WIN-SE-1115,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,CC79FMV1,Windows,10.0.22631.3447,Eero Korhonen,eero.korhonen@contoso.com,Madrid,Spain,Madrid Office,In grace period,true,company,windowsAutoEnrollment,2026-06-27T07:00:00Z,Active,true,false,true,2026-07-12T01:00:00Z,2026-07-15
WIN-FI-1116,Lenovo,21JK,ThinkPad P16v,2023-08-11,2026-08-10,Expiring soon,T20FE2K6,Windows,10.0.19045.3930,Priya Nieminen,priya.nieminen@contoso.com,Helsinki,Finland,Helsinki HQ,Compliant,true,company,deviceEnrollmentManager,2026-07-10T06:00:00Z,Active,true,true,true,2026-07-11T08:00:00Z,2026-07-15
WIN-CA-1117,Lenovo,21JK,ThinkPad P16v,2023-10-23,2026-10-22,In warranty,DV0HTB5J,Windows,10.0.22631.3447,Liam Muller,liam.muller@contoso.com,Austin,United States,Austin Office,Compliant,true,company,windowsAzureADJoin,2026-06-24T01:00:00Z,Inactive,false,false,true,2026-07-06T19:00:00Z,2026-07-15
WIN-CA-1118,Lenovo,21CB,ThinkPad T14 Gen 3,2023-04-25,2026-04-24,Expired,398CRK4M,Windows,10.0.19045.3930,Ravi Berg,ravi.berg@contoso.com,Helsinki,Finland,Helsinki HQ,Compliant,true,company,appleBulkWithoutUser,2026-07-12T01:00:00Z,Active,true,false,false,2026-07-12T15:00:00Z,2026-07-15
WIN-NL-1119,Lenovo,21CB,ThinkPad T14 Gen 3,2023-05-05,2026-05-04,Expired,UXZAM1N1,Windows,10.0.22631.3447,Olivia Costa,olivia.costa@contoso.com,Toronto,Canada,Toronto Office,Compliant,true,company,deviceEnrollmentManager,2026-06-22T01:00:00Z,Active,true,true,true,2026-07-12T13:00:00Z,2026-07-15
WIN-US-1120,Lenovo,21CB,ThinkPad T14 Gen 3,2023-05-24,2026-05-23,Expired,3CVQ8JJL,Windows,10.0.22621.3296,Eero Garcia,eero.garcia@contoso.com,Munich,Germany,Munich Office,Compliant,true,personal,windowsAutoEnrollment,2026-06-29T11:00:00Z,Active,true,false,true,2026-07-08T05:00:00Z,2026-07-15
WIN-FI-1121,HP,HP ProBook 450 G9,N/A,N/A,N/A,N/A,8HLKEFZ4,Windows,10.0.22631.3447,Lucas Jansen,lucas.jansen@contoso.com,Munich,Germany,Munich Office,Compliant,true,company,windowsAzureADJoin,2026-07-08T17:00:00Z,Active,true,false,false,2026-07-11T05:00:00Z,2026-07-15
WIN-IN-1122,Lenovo,20XW,ThinkPad L15,2023-07-22,2026-07-21,Expiring soon,UDD2EC2H,Windows,10.0.19045.3930,Priya Novak,priya.novak@contoso.com,Helsinki,Finland,Helsinki Office,Compliant,true,company,deviceEnrollmentManager,2026-07-14T01:00:00Z,N/A,N/A,false,true,N/A,2026-07-15
WIN-ES-1123,Microsoft Corporation,Surface Pro 9,N/A,N/A,N/A,N/A,BRFV3PBZ,Windows,10.0.19045.4046,Elin Muller,elin.muller@contoso.com,Toronto,Canada,Toronto Office,In grace period,false,personal,deviceEnrollmentManager,2026-06-26T10:00:00Z,Active,true,false,true,2026-07-13T17:00:00Z,2026-07-15
WIN-DE-1124,Lenovo,21CB,ThinkPad T14 Gen 3,2023-01-18,2026-01-17,Expired,EG6TX339,Windows,10.0.22631.3447,Nina Garcia,nina.garcia@contoso.com,Pune,India,Pune DC,Compliant,true,company,windowsAutoEnrollment,2026-06-27T19:00:00Z,Inactive,false,false,false,2026-07-10T22:00:00Z,2026-07-15
WIN-FI-1125,Dell Inc.,Latitude 5540,N/A,N/A,N/A,N/A,U299DYK3,Windows,10.0.22631.3447,Sara Rossi,sara.rossi@contoso.com,Toronto,Canada,Toronto Office,Compliant,true,company,deviceEnrollmentManager,2026-07-14T02:00:00Z,Inactive,false,false,false,2026-07-10T00:00:00Z,2026-07-15
WIN-FI-1126,HP,HP EliteBook 840 G10,N/A,N/A,N/A,N/A,438UFBBW,Windows,10.0.22000.2836,Ingrid Patel,ingrid.patel@contoso.com,Amsterdam,Netherlands,Amsterdam Hub,Compliant,true,company,appleBulkWithoutUser,2026-07-14T04:00:00Z,Active,true,false,false,2026-07-13T00:00:00Z,2026-07-15
WIN-ES-1127,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,TNCZYVML,Windows,10.0.22631.3447,Arjun Garcia,arjun.garcia@contoso.com,Toronto,Canada,Toronto Office,Compliant,true,company,appleBulkWithoutUser,2026-07-12T20:00:00Z,Active,true,false,true,2026-07-06T00:00:00Z,2026-07-15
WIN-IN-1128,HP,HP ProBook 450 G9,N/A,N/A,N/A,N/A,88P98BW7,Windows,10.0.22621.3296,Emma Wang,emma.wang@contoso.com,Bengaluru,India,Bengaluru Office,Compliant,true,company,deviceEnrollmentManager,2026-07-07T21:00:00Z,Active,true,false,true,2026-07-15T00:00:00Z,2026-07-15
WIN-DE-1129,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,20BQQFQ5,Windows,10.0.22621.3296,Mateo Nieminen,mateo.nieminen@contoso.com,Stockholm,Sweden,Stockholm Office,Compliant,true,company,windowsAzureADJoin,2026-07-01T01:00:00Z,Active,true,false,false,2026-07-12T07:00:00Z,2026-07-15
WIN-ES-1130,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,0U6DWWSB,Windows,10.0.22621.3296,Priya Patel,priya.patel@contoso.com,Toronto,Canada,Toronto Office,Compliant,true,company,windowsAzureADJoin,2026-07-01T18:00:00Z,Active,true,false,true,2026-07-13T07:00:00Z,2026-07-15
WIN-ES-1131,Dell Inc.,Latitude 5540,N/A,N/A,N/A,N/A,FNQLYWGA,Windows,10.0.19045.3930,Sofia Rossi,sofia.rossi@contoso.com,Helsinki,Finland,Helsinki HQ,Compliant,true,company,appleBulkWithoutUser,2026-07-03T08:00:00Z,Active,true,false,true,2026-07-09T19:00:00Z,2026-07-15
WIN-US-1132,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,RHKC1YCM,Windows,10.0.22621.3296,Olivia Lehto,olivia.lehto@contoso.com,Helsinki,Finland,Helsinki Office,Compliant,true,company,windowsAutoEnrollment,2026-07-07T11:00:00Z,Active,true,false,false,2026-07-10T08:00:00Z,2026-07-15
MAC-ES-1133,Apple,"MacBookPro18,3",N/A,N/A,N/A,N/A,5SC60T63,macOS,13.6.4,Yuki Dubois,yuki.dubois@contoso.com,Helsinki,Finland,Helsinki HQ,Compliant,true,company,windowsAutoEnrollment,2026-06-20T22:00:00Z,N/A,N/A,N/A,N/A,N/A,2026-07-15
WIN-US-1134,Lenovo,21JK,ThinkPad P16v,2023-03-06,2026-03-05,Expired,3CUU5T7A,Windows,10.0.19045.3930,Arjun Sharma,arjun.sharma@contoso.com,Stockholm,Sweden,Stockholm Office,Compliant,false,company,deviceEnrollmentManager,2026-07-09T01:00:00Z,Inactive,false,false,true,2026-07-05T06:00:00Z,2026-07-15
WIN-DE-1135,Lenovo,21CB,ThinkPad T14 Gen 3,2023-02-21,2026-02-20,Expired,SWBKEWZB,Windows,10.0.19045.3930,Elin Ivanov,elin.ivanov@contoso.com,Toronto,Canada,Toronto Office,In grace period,true,company,appleBulkWithoutUser,2026-06-22T12:00:00Z,Inactive,false,false,true,2026-07-08T01:00:00Z,2026-07-15
WIN-US-1136,HP,HP EliteBook 840 G10,N/A,N/A,N/A,N/A,12L0WDR7,Windows,10.0.22621.3296,Ingrid Virtanen,ingrid.virtanen@contoso.com,Pune,India,Pune DC,Compliant,true,company,windowsAutoEnrollment,2026-07-11T04:00:00Z,N/A,N/A,false,true,N/A,2026-07-15
WIN-IN-1137,HP,HP ProBook 450 G9,N/A,N/A,N/A,N/A,BNGNRP7Z,Windows,10.0.19045.4046,Emma Nieminen,emma.nieminen@contoso.com,Austin,United States,Austin Office,Compliant,true,company,windowsAzureADJoin,2026-07-07T23:00:00Z,Active,true,false,true,2026-07-10T04:00:00Z,2026-07-15
WIN-FI-1138,Lenovo,21JK,ThinkPad P16v,2023-06-29,2026-06-28,Expired,5YZKPA22,Windows,10.0.19045.3930,Elin Wang,elin.wang@contoso.com,Munich,Germany,Munich Office,Compliant,true,company,windowsAzureADJoin,2026-07-03T05:00:00Z,Active,false,false,true,2026-07-12T18:00:00Z,2026-07-15
WIN-DE-1139,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,RZ4PDTY4,Windows,10.0.19045.3930,Aino Jansen,aino.jansen@contoso.com,Toronto,Canada,Toronto Office,Compliant,true,company,appleBulkWithoutUser,2026-06-27T07:00:00Z,Inactive,false,false,true,2026-07-12T17:00:00Z,2026-07-15
WIN-FI-1140,Dell Inc.,Precision 3591,N/A,N/A,N/A,N/A,TJB53PLE,Windows,10.0.22000.2836,Olivia Andersson,olivia.andersson@contoso.com,Pune,India,Pune DC,Compliant,true,company,appleBulkWithoutUser,2026-07-03T13:00:00Z,Active,true,false,true,2026-07-13T10:00:00Z,2026-07-15
WIN-NL-1141,HP,HP ProBook 450 G9,N/A,N/A,N/A,N/A,7NLFYUKS,Windows,10.0.22631.3447,Yuki Lehto,yuki.lehto@contoso.com,Amsterdam,Netherlands,Amsterdam Hub,Noncompliant,true,personal,deviceEnrollmentManager,2026-06-30T17:00:00Z,Active,true,false,true,2026-07-05T08:00:00Z,2026-07-15
WIN-US-1142,HP,HP EliteBook 840 G10,N/A,N/A,N/A,N/A,XVXSGEZU,Windows,10.0.22631.3447,Priya Novak,priya.novak@contoso.com,Helsinki,Finland,Helsinki Office,Compliant,true,company,appleBulkWithoutUser,2026-06-29T12:00:00Z,Active,true,false,true,2026-07-05T19:00:00Z,2026-07-15
WIN-US-1143,Lenovo,21CB,ThinkPad T14 Gen 3,2023-10-19,2026-10-18,In warranty,RH2VF22E,Windows,10.0.19045.3930,Mateo Berg,mateo.berg@contoso.com,Madrid,Spain,Madrid Office,Noncompliant,true,company,deviceEnrollmentManager,2026-07-11T22:00:00Z,Active,true,false,true,2026-07-14T23:00:00Z,2026-07-15
WIN-NL-1144,Dell Inc.,Latitude 5540,N/A,N/A,N/A,N/A,JZMEPWF4,Windows,10.0.22621.3296,Yuki Virtanen,yuki.virtanen@contoso.com,Munich,Germany,Munich Office,Compliant,true,company,windowsAzureADJoin,2026-07-01T15:00:00Z,Active,true,true,false,2026-07-07T05:00:00Z,2026-07-15
MAC-FI-1145,Apple,"MacBookAir10,1",N/A,N/A,N/A,N/A,NG87PH0E,macOS,13.6.4,Marco Dubois,marco.dubois@contoso.com,Austin,United States,Austin Office,Compliant,true,personal,appleBulkWithoutUser,2026-06-24T11:00:00Z,N/A,N/A,N/A,N/A,N/A,2026-07-15
WIN-SE-1146,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,REJZGZAQ,Windows,10.0.19045.4046,Eero Lehto,eero.lehto@contoso.com,Bengaluru,India,Bengaluru Office,Noncompliant,true,company,windowsAzureADJoin,2026-07-13T07:00:00Z,Active,true,true,true,2026-07-10T14:00:00Z,2026-07-15
WIN-CA-1147,HP,HP ProBook 450 G9,N/A,N/A,N/A,N/A,49NPFU6Z,Windows,10.0.22000.2836,Noah Berg,noah.berg@contoso.com,Toronto,Canada,Toronto Office,Noncompliant,false,company,windowsAzureADJoin,2026-07-03T07:00:00Z,Active,true,false,true,2026-07-12T05:00:00Z,2026-07-15
WIN-FI-1148,Lenovo,21HD,ThinkPad X1 Carbon Gen 11,2023-09-10,2026-09-09,Expiring soon,DFBK3L1D,Windows,10.0.19045.4046,Sofia Ivanov,sofia.ivanov@contoso.com,Helsinki,Finland,Helsinki Office,Compliant,false,company,windowsAzureADJoin,2026-07-04T10:00:00Z,Active,true,false,true,2026-07-14T12:00:00Z,2026-07-15
WIN-SE-1149,Lenovo,21CB,ThinkPad T14 Gen 3,2023-05-18,2026-05-17,Expired,SQ6FE094,Windows,10.0.19045.3930,Ingrid Kaur,ingrid.kaur@contoso.com,Bengaluru,India,Bengaluru Office,Noncompliant,false,company,deviceEnrollmentManager,2026-07-10T12:00:00Z,Active,true,false,true,2026-07-05T23:00:00Z,2026-07-15
WIN-DE-1150,Dell Inc.,Precision 3591,N/A,N/A,N/A,N/A,BJLZZ2VV,Windows,10.0.22621.3296,Nina Patel,nina.patel@contoso.com,Toronto,Canada,Toronto Office,Compliant,true,company,deviceEnrollmentManager,2026-06-24T18:00:00Z,N/A,N/A,false,true,N/A,2026-07-15
WIN-FI-1151,Dell Inc.,Precision 3591,N/A,N/A,N/A,N/A,F445CSJ8,Windows,10.0.22000.2836,Omar Jansen,omar.jansen@contoso.com,Helsinki,Finland,Helsinki Office,Compliant,true,company,deviceEnrollmentManager,2026-06-21T13:00:00Z,Inactive,false,false,false,2026-07-05T01:00:00Z,2026-07-15
WIN-IN-1152,Dell Inc.,Precision 3591,N/A,N/A,N/A,N/A,QUADWXLT,Windows,10.0.22621.3296,Priya Nieminen,priya.nieminen@contoso.com,Amsterdam,Netherlands,Amsterdam Hub,Compliant,true,company,windowsAutoEnrollment,2026-06-26T07:00:00Z,Active,true,false,false,2026-07-10T17:00:00Z,2026-07-15
WIN-US-1153,HP,HP ProBook 450 G9,N/A,N/A,N/A,N/A,NX3UND6S,Windows,10.0.22631.3447,Eero Jansen,eero.jansen@contoso.com,Bengaluru,India,Bengaluru Office,Noncompliant,true,company,windowsAutoEnrollment,2026-06-29T20:00:00Z,Active,true,false,true,2026-07-11T09:00:00Z,2026-07-15
WIN-US-1154,Lenovo,21CB,ThinkPad T14 Gen 3,2023-08-23,2026-08-22,Expiring soon,2RY8ESUB,Windows,10.0.19045.3930,Yuki Sharma,yuki.sharma@contoso.com,Helsinki,Finland,Helsinki Office,Noncompliant,true,company,windowsAutoEnrollment,2026-07-13T09:00:00Z,N/A,N/A,false,true,N/A,2026-07-15
WIN-NL-1155,Microsoft Corporation,Surface Pro 9,N/A,N/A,N/A,N/A,1K88REQZ,Windows,10.0.22000.2836,Elin Patel,elin.patel@contoso.com,Stockholm,Sweden,Stockholm Office,Noncompliant,true,company,appleBulkWithoutUser,2026-06-23T20:00:00Z,Inactive,false,false,true,2026-07-07T15:00:00Z,2026-07-15
WIN-US-1156,Microsoft Corporation,Surface Pro 9,N/A,N/A,N/A,N/A,VV80Y6U5,Windows,10.0.22000.2836,Arjun Sharma,arjun.sharma@contoso.com,Madrid,Spain,Madrid Office,Compliant,true,company,deviceEnrollmentManager,2026-07-07T18:00:00Z,Active,true,false,false,2026-07-11T06:00:00Z,2026-07-15
WIN-US-1157,Microsoft Corporation,Surface Laptop 5,N/A,N/A,N/A,N/A,1B3D5151,Windows,10.0.19045.4046,Noah Korhonen,noah.korhonen@contoso.com,Amsterdam,Netherlands,Amsterdam Hub,Compliant,true,company,deviceEnrollmentManager,2026-07-03T03:00:00Z,Active,true,true,true,2026-07-12T20:00:00Z,2026-07-15
WIN-SE-1158,Lenovo,20XW,ThinkPad L15,2023-06-10,2026-06-09,Expired,NW1G0GR9,Windows,10.0.19045.4046,Yuki Berg,yuki.berg@contoso.com,Amsterdam,Netherlands,Amsterdam Hub,Not evaluated,false,company,deviceEnrollmentManager,2026-06-26T11:00:00Z,Inactive,false,false,true,2026-07-08T03:00:00Z,2026-07-15
